# 12
d	-18.517	-30.465	+6.967	+82987.000
# 677
a	+9.450	+5.850	-31.875	+8020.000
c	+18.850	+29.995	+0.250	+58820.000
# 708
c	-18.250	+40.805	-2.350	+22216.000
d	+20.550	-45.505	-3.150	+19124.000
# 752
a	+2.983	-2.917	-43.155	+43608.000
b	-1.450	+2.450	+28.585	+12258.000
# 848
b	-7.650	-35.900	+28.585	+51614.000
c	-9.550	+36.105	-11.350	+9305.000
# 864
b	+8.450	+7.150	+25.765	+30222.000
c	+5.150	+29.995	+43.550	+7578.000
# 887
a	+1.250	+20.750	-20.595	+38616.000
b	-4.150	-45.250	+42.215	+80285.000
# 923
a	+11.750	-7.850	-36.105	+23791.000
b	-9.217	+5.383	+26.705	+54530.000
# 930
b	-6.217	-14.817	+32.345	+24107.000
c	-16.150	+37.045	+13.900	+43704.000
# 956
b	+2.083	+1.283	+24.825	+58639.000
c	+14.850	+25.295	+6.750	+21003.000
# 962
a	+10.950	+24.950	-23.885	+2954.000
d	+8.350	-26.705	-33.000	+48459.000
# 1006
c	+8.950	+45.035	+39.700	+32745.000
d	-7.450	-39.395	-35.100	+61052.000
# 1072
a	+4.750	-9.050	-29.525	+3147.000
b	-3.850	+11.550	+34.225	+40995.000
# 1082
c	+2.750	+37.515	+23.750	+13328.000
d	-0.450	-25.765	-17.250	+24397.000
# 1086
a	-1.990	-2.970	-20.125	+78233.000
b	+3.200	+5.050	+35.635	+31156.000
# 1110
a	-0.617	+17.517	-47.385	+49425.000
b	-1.250	-11.650	+37.045	+10470.000
# 1111
c	-19.650	+45.035	+2.650	+7897.000
d	+17.750	-21.065	-15.450	+27928.000
# 1119
b	+13.900	+0.250	+29.525	+53312.000
c	+18.650	+23.415	+21.350	+4914.000
# 1146
b	+5.850	-41.550	+21.535	+30883.000
c	-3.450	+22.475	-11.550	+20943.000
# 1154
a	-9.550	-11.550	-20.125	+19350.000
d	-17.800	-32.815	-29.850	+20411.000
# 1165
a	+1.300	-4.050	-20.125	+55449.000
b	+18.550	-4.850	+41.745	+5133.000
# 1198
c	+6.150	+22.475	+4.650	+11347.000
d	-4.750	-21.065	-4.700	+47913.000
# 1228
a	+9.750	+18.950	-45.505	+24634.000
b	+18.950	-16.250	+40.805	+17755.000
# 1245
a	+20.050	+3.150	-36.105	+6299.000
d	+1.350	-27.175	-18.000	+81048.000
# 1272
c	-1.550	+38.925	+21.850	+72820.000
d	+1.650	-42.215	-24.550	+41062.000
# 1347
a	-12.100	+23.950	-22.475	+10865.000
c	-16.917	+20.125	-12.683	+48140.000
# 1395
a	-20.550	+13.650	-32.815	+12000.000
c	-19.450	+23.415	-8.650	+18094.000
# 1397
a	+11.750	+17.050	-31.405	+38985.000
b	-5.750	-22.500	+31.875	+56255.000
# 1417
a	-2.450	-12.550	-21.065	+7977.000
c	-10.400	+25.765	+13.400	+60355.000
# 1424
b	-12.450	-22.500	+42.685	+15468.000
d	-10.190	-21.535	-6.470	+70095.000
# 1428
c	+0.950	+31.405	+13.650	+7903.000
d	-1.800	-44.095	-19.050	+34273.000
# 1469
c	+10.750	+39.865	+18.850	+77702.000
d	-9.600	-36.105	-16.950	+30785.000
# 1475
b	+13.850	-6.775	+32.815	+59079.000
c	+10.200	+45.035	+43.850	+32736.000
# 1480
c	-2.750	+21.065	+13.250	+6002.000
d	+3.800	-25.765	-16.700	+82370.000
# 1518
a	-4.250	+15.850	-24.825	+13483.000
b	+7.450	-27.750	+42.685	+8192.000
# 1537
c	-0.250	+27.175	+30.850	+20532.000
d	-3.450	-37.515	-10.950	+5214.000
# 1567
a	-12.650	+36.900	-47.385	+38912.000
b	+6.750	-19.350	+25.295	+23813.000
# 1595
a	-20.800	+13.900	-22.005	+48439.000
b	+20.283	-13.117	+21.065	+60092.000
# 1704
a	-0.950	+14.250	-22.945	+17419.000
b	+1.750	-25.050	+39.395	+37679.000
# 1735
c	+2.850	+36.575	+8.750	+18352.000
d	-2.200	-28.585	-6.950	+56085.000
# 1737
c	+8.870	+27.645	+4.310	+90935.000
d	+16.650	-23.885	-28.300	+29739.000
# 1805
a	+2.850	+28.500	-20.125	+16100.000
b	-3.650	-33.550	+24.825	+17636.000
# 1869
c	-20.550	+31.875	+15.450	+5539.000
d	-2.050	-21.535	+2.350	+25451.000
# 1899
c	-4.050	+20.125	+16.450	+53030.000
d	+7.250	-38.925	-30.950	+29202.000
# 1917
a	-11.450	-7.750	-37.045	+6638.000
c	+8.350	+42.685	+15.950	+36789.000
# 1953
c	+6.050	+24.825	+5.850	+3064.000
d	-7.850	-31.875	-8.850	+3687.000
# 1965
b	-8.150	-24.650	+34.695	+24165.000
c	+5.350	+28.585	+1.750	+7925.000
# 2053
a	-11.183	-11.917	-20.125	+45766.000
b	-20.350	-18.650	+21.535	+12328.000
# 2067
a	+0.250	+43.500	-29.995	+48662.000
b	-0.050	-38.550	+25.765	+7778.000
# 2080
c	-17.800	+35.165	+33.450	+18553.000
d	+22.050	-44.095	-41.650	+6420.000
# 2104
b	+12.150	+10.250	+21.065	+11261.000
c	+5.750	+39.865	+15.550	+3886.000
# 2105
c	+10.250	+25.765	+24.950	+37481.000
d	-11.900	-21.065	-17.150	+42591.000
# 2126
c	+3.650	+34.225	+5.800	+26595.000
d	-3.350	-29.995	-5.050	+6827.000
# 2259
a	-17.350	+6.350	-46.915	+3216.000
b	+0.400	+2.750	+22.945	+28956.000
# 2342
b	+18.550	+9.250	+27.175	+43440.000
d	-12.950	-30.465	-32.400	+32346.000
# 2464
c	-5.650	+25.765	-7.900	+13504.000
d	+8.950	-42.215	+12.450	+22000.000
# 2470
a	+11.050	+6.850	-36.105	+31983.000
b	-7.750	-4.650	+23.885	+11352.000
# 2485
a	+9.650	-6.950	-20.125	+3653.000
b	-10.283	+7.817	+22.475	+30568.000
# 2489
b	+13.150	+2.800	+20.595	+17934.000
d	-13.950	-36.105	+8.750	+8997.000
# 2496
b	-14.583	+11.317	+22.945	+51158.000
c	-4.350	+24.825	+22.850	+6819.000
# 2500
a	+20.150	+28.450	-35.165	+5095.000
b	-9.850	-13.650	+46.915	+3929.000
# 2547
a	-7.450	+16.250	-43.625	+27810.000
c	-16.850	+20.595	-12.450	+9418.000
# 2578
a	-4.450	-13.450	-36.105	+27335.000
b	+3.950	-10.300	+25.295	+18998.000
# 2652
a	+14.450	-10.150	-26.705	+14160.000
b	-19.650	+13.750	+36.575	+24822.000
# 2660
a	+21.600	+25.450	-23.885	+26916.000
b	-18.200	-21.150	+20.125	+17725.000
# 2728
a	+21.650	+13.650	-36.575	+35858.000
b	-17.950	-11.750	+30.465	+27593.000
# 2750
c	-15.750	+31.875	+5.750	+6948.000
d	+10.250	-35.635	-45.450	+16799.000
# 2821
a	+12.900	+8.750	-20.125	+8838.000
b	-14.350	-8.250	+29.525	+22821.000
# 2906
a	+19.350	+12.050	-41.275	+8412.000
b	-9.400	-5.700	+20.595	+37172.000
# 2908
a	+12.550	+6.050	-25.295	+5467.000
d	+8.150	-29.525	-33.750	+16332.000
# 2916
c	-7.350	+30.465	-5.550	+16678.000
d	+8.650	-24.355	-1.750	+7551.000
# 2951
b	-18.450	-45.250	+24.825	+27402.000
c	+5.283	+22.945	-12.917	+74466.000
# 2953
b	+4.550	-18.050	+47.855	+8289.000
c	+6.250	+22.945	-10.450	+91085.000
# 2956
a	-9.583	+9.983	-37.515	+50036.000
d	-12.700	-34.225	+13.750	+34331.000
# 2985
a	+10.350	+16.050	-21.065	+20125.000
b	+12.000	-9.750	+23.885	+75567.000
# 3023
b	+15.450	+9.850	+22.005	+18808.000
c	+7.750	+32.815	+23.650	+8723.000
# 3040
a	+0.650	+25.250	-20.125	+4402.000
d	-15.900	-29.055	+3.250	+75466.000
# 3041
c	+4.750	+27.645	+36.150	+22821.000
d	-18.600	-22.475	-25.350	+26976.000
# 3053
c	-9.650	+22.945	-1.850	+4712.000
d	+11.517	-27.645	+1.883	+73796.000
# 3142
a	+6.250	-11.750	-28.585	+16080.000
b	-8.517	+13.917	+33.285	+24880.000
# 3166
a	-7.250	-7.350	-26.705	+18837.000
b	+9.600	+9.150	+32.345	+27216.000
# 3216
c	+18.450	+35.165	+25.000	+27631.000
d	-10.717	-20.125	-14.917	+44588.000
# 3220
a	+3.150	+10.300	-31.405	+49367.000
b	-1.950	-9.450	+25.295	+7197.000
# 3259
c	-18.700	+37.515	-5.050	+58035.000
d	+15.350	-30.465	+3.750	+3277.000
# 3269
c	-1.350	+28.115	-7.800	+19359.000
d	-4.550	-29.055	+2.750	+17813.000
# 3306
c	+18.017	+30.465	+8.983	+59987.000
d	-18.950	-32.345	-9.350	+14235.000
# 3366
c	-17.250	+24.825	-8.050	+9431.000
d	+15.150	-22.005	+7.150	+6200.000
# 3386
c	-9.000	+29.525	+1.550	+54289.000
d	+16.500	-20.125	-2.350	+58147.000
# 3454
a	+10.100	+10.050	-26.235	+71937.000
b	-9.350	-13.650	+24.355	+5405.000
# 3456
a	+2.850	-0.950	-33.285	+32467.000
b	-1.150	-4.950	+32.815	+9834.000
# 3465
a	-7.300	+12.050	-24.355	+72910.000
b	-11.050	-15.550	+45.035	+23219.000
# 3475
c	-0.150	+45.975	+20.000	+54209.000
d	-2.450	-26.705	-6.550	+5124.000
# 3537
c	+5.750	+24.825	+14.400	+68722.000
d	-4.950	-20.125	-12.150	+22263.000
# 3563
a	-2.250	+10.950	-26.705	+10805.000
c	+8.450	+42.215	+7.030	+90337.000
# 3606
c	+12.290	+37.985	+24.370	+59497.000
d	-9.000	-28.115	-18.650	+72433.000
# 3639
a	-8.550	+37.550	-40.805	+6957.000
c	-12.750	+24.825	-11.950	+2860.000
# 3660
c	+2.150	+42.685	-2.350	+20540.000
d	-3.250	-41.745	+1.800	+29175.000
# 3726
c	-8.250	+31.405	-3.250	+23115.000
d	+7.800	-30.465	+3.500	+71656.000
# 3761
a	+1.150	-2.650	-35.635	+4788.000
b	-2.750	-4.500	+22.005	+40730.000
# 3767
c	+2.350	+36.105	+18.517	+49812.000
d	-2.717	-30.465	-15.017	+58736.000
# 3773
b	+1.200	-11.650	+43.155	+40699.000
c	-11.750	+35.165	+23.950	+8532.000
# 3840
a	+16.050	+2.650	-36.105	+36588.000
b	-19.700	+4.050	+21.535	+35945.000
# 3884
a	+11.550	+17.550	-45.035	+3510.000
b	+8.017	+6.017	+37.515	+89135.000
# 3908
a	-13.150	-1.650	-28.585	+23292.000
d	+6.950	-29.995	-40.850	+69544.000
# 3977
b	-17.550	-23.350	+45.035	+5916.000
d	-21.000	-31.405	-1.200	+64696.000
# 3984
a	+19.600	+37.650	-27.645	+9924.000
b	-18.050	-36.900	+23.415	+15877.000
# 3988
b	-17.850	+6.450	+33.755	+4382.000
c	+1.500	+30.465	+28.400	+74677.000
# 3991
a	+2.883	+6.283	-23.415	+75943.000
c	+20.450	+30.465	-1.250	+15643.000
# 4011
a	+15.875	-11.975	-21.535	+90939.000
c	-19.350	+25.765	-7.300	+12138.000
# 4111
a	-4.050	+1.550	-29.055	+18796.000
b	+6.350	-2.250	+46.915	+37070.000
# 4124
a	+1.317	-4.517	-36.575	+63068.000
b	-0.750	+3.650	+27.645	+3792.000
# 4138
b	+8.200	-1.650	+40.805	+31554.000
d	+3.750	-21.535	+11.850	+12191.000
# 4162
b	-16.150	-35.150	+36.575	+22587.000
d	+9.650	-29.525	-21.950	+3314.000
# 4180
b	+19.000	-1.950	+23.885	+9160.000
c	+17.617	+22.945	+27.617	+57222.000
# 4189
b	+5.600	-45.550	+20.125	+53543.000
c	-2.750	+23.415	-9.350	+10033.000
# 4200
c	-10.950	+43.155	+10.250	+23393.000
d	+13.850	-22.475	-7.250	+32845.000
# 4314
c	+8.250	+36.575	+20.750	+41086.000
d	-14.550	-44.565	-28.700	+15387.000
# 4344
c	+19.150	+45.035	+45.350	+17187.000
d	-13.350	-31.405	-31.650	+40172.000
# 4366
c	-10.050	+22.005	+9.150	+4215.000
d	+12.917	-23.885	-16.417	+88411.000
# 4372
c	-17.150	+23.415	-5.100	+36291.000
d	+17.950	-38.925	-25.350	+3697.000
# 4401
a	-4.550	+18.200	-30.465	+33194.000
b	+6.383	-25.017	+43.155	+32633.000
# 4459
a	-0.550	-7.250	-22.005	+5041.000
b	+0.650	+9.350	+31.405	+24846.000
# 4482
a	-1.650	+6.850	-24.355	+3533.000
b	+16.250	-7.500	+30.935	+22321.000
# 4531
a	-14.350	-11.250	-29.525	+20528.000
c	+16.250	+27.175	+40.550	+9493.000
# 4627
b	+2.250	-27.650	+30.935	+31667.000
d	+4.550	-40.335	-8.650	+9289.000
# 4633
b	-1.350	+8.200	+30.935	+50832.000
c	+15.850	+23.415	+38.150	+9332.000
# 4684
a	-14.417	-11.817	-45.505	+35730.000
b	+13.850	+10.750	+44.565	+5510.000
# 4694
c	-1.550	+32.345	+13.800	+21248.000
d	+1.450	-23.885	-9.150	+21906.000
# 4704
a	-7.750	+32.800	-40.335	+70978.000
b	+8.510	-35.570	+44.095	+74133.000
# 4722
a	-12.500	-1.750	-24.355	+15421.000
d	+6.450	-23.885	-27.250	+7569.000
# 4786
c	-3.450	+46.445	-12.650	+16041.000
d	+2.583	-26.705	+6.983	+62619.000
# 4815
c	-1.050	+37.045	+44.950	+17396.000
d	-6.017	-22.005	-25.783	+60202.000
# 4846
c	+3.750	+30.935	+36.950	+25498.000
d	-2.850	-23.415	-27.800	+66340.000
# 4847
c	+0.750	+38.455	+21.900	+24053.000
d	-0.450	-41.275	-23.250	+24369.000
# 4872
a	-2.817	-7.983	-20.125	+30981.000
d	+1.350	-20.595	+1.050	+10624.000
# 4898
a	+15.250	+16.800	-27.175	+17905.000
c	-4.950	+23.415	-0.150	+12869.000
# 4902
c	-4.383	+27.175	-9.517	+21810.000
d	+21.450	-22.475	-11.550	+6351.000
# 4917
a	+10.450	-13.650	-37.515	+6974.000
b	-13.850	-6.250	+25.295	+15087.000
# 4937
a	+8.050	+6.150	-21.065	+33140.000
b	-20.800	-0.250	+28.585	+31298.000
# 4942
b	+6.850	+11.150	+26.705	+4621.000
c	-18.900	+22.005	+36.350	+40797.000
# 4976
c	+8.250	+31.405	-13.850	+7858.000
d	-17.450	-33.755	+13.950	+18999.000
# 5005
a	-17.317	+40.217	-46.915	+69592.000
b	+13.150	-30.750	+36.105	+30738.000
# 5026
c	-11.950	+37.515	+14.750	+9320.000
d	+10.450	-22.945	-7.750	+21391.000
# 5061
b	-20.450	+10.650	+24.355	+10254.000
c	+17.350	+34.225	+38.450	+4426.000
# 5087
a	-19.000	+20.450	-32.345	+17130.000
c	-2.490	+31.405	-5.730	+74756.000
# 5091
c	-11.250	+32.815	+37.650	+15837.000
d	+12.300	-34.695	-39.450	+44708.000
# 5096
a	-3.550	-13.150	-28.115	+23673.000
d	+4.250	-22.945	-39.300	+70754.000
# 5097
a	-4.117	+4.417	-20.125	+55606.000
c	-10.250	+42.685	-11.650	+32465.000
# 5098
b	-6.950	-45.150	+45.035	+45846.000
c	+4.850	+28.585	-12.650	+15284.000
# 5127
c	-16.400	+30.465	-12.900	+50253.000
d	-16.750	-26.705	-18.000	+20926.000
# 5140
a	-4.150	-1.050	-22.475	+65430.000
b	+6.950	+2.750	+36.105	+20613.000
# 5146
b	+21.550	+0.300	+20.125	+67982.000
c	+18.050	+21.535	-4.250	+20901.000
# 5147
c	-10.000	+25.765	+22.350	+67147.000
d	+8.050	-21.535	-18.750	+25561.000
# 5169
c	-8.325	+24.825	+8.225	+90483.000
d	+7.575	-22.005	-7.625	+90797.000
# 5208
c	-19.550	+31.875	-13.250	+18691.000
d	+5.450	-36.105	-11.650	+19310.000
# 5218
b	-6.000	+12.600	+36.105	+29327.000
d	+12.000	-23.885	-11.750	+60655.000
# 5258
a	+5.850	+18.450	-39.395	+4669.000
b	-1.630	-11.970	+21.535	+83582.000
# 5293
a	-20.650	+1.150	-36.575	+11677.000
b	+21.417	-0.983	+39.395	+54398.000
# 5301
b	-10.150	-33.650	+26.705	+39092.000
d	-2.300	-25.295	+11.350	+24453.000
# 5321
a	+1.883	+35.817	-44.565	+65047.000
b	-1.150	-20.950	+26.235	+18897.000
# 5332
c	+11.150	+43.625	+8.000	+15404.000
d	-8.250	-30.935	-5.450	+49154.000
# 5365
b	-6.850	-3.950	+21.065	+11748.000
c	+1.100	+21.065	-5.750	+70393.000
# 5370
b	-8.050	-16.650	+21.065	+4735.000
d	+6.250	-28.585	+12.850	+3735.000
# 5377
a	+9.150	-13.350	-31.405	+37950.000
d	-9.450	-44.565	-26.850	+13369.000
# 5397
c	-5.450	+32.345	-5.850	+37658.000
d	+5.283	-31.875	+5.783	+93322.000
# 5413
c	+2.150	+38.455	+33.300	+47542.000
d	-1.350	-22.005	-20.250	+28227.000
# 5476
b	-11.317	-12.417	+26.705	+78381.000
c	-6.150	+31.875	+34.350	+22606.000
# 5503
a	+7.050	-11.400	-22.475	+36993.000
c	-1.750	+30.935	+40.850	+11314.000
# 5523
a	-14.950	+17.250	-29.995	+33852.000
b	+10.100	-21.850	+39.865	+54968.000
# 5570
c	+14.550	+44.565	-10.000	+47441.000
d	-9.350	-29.525	+6.750	+17310.000
# 5660
a	-3.450	+9.150	-26.235	+37655.000
b	+3.750	-7.400	+21.065	+16937.000
# 5702
c	-12.890	+24.355	-5.850	+61215.000
d	+14.083	-27.175	+6.183	+22655.000
# 5747
a	+11.450	+28.725	-29.995	+81702.000
b	-11.050	-27.450	+29.055	+39976.000
# 5784
a	-4.350	-13.450	-20.125	+3683.000
d	+17.850	-37.515	-38.850	+12681.000
# 5792
a	+6.450	+32.850	-26.705	+22227.000
c	-1.950	+26.705	+42.250	+13168.000
# 5810
a	-19.850	-9.050	-42.215	+3123.000
d	-19.950	-22.945	-1.550	+21033.000
# 5861
a	-10.450	+29.650	-40.805	+18431.000
b	+10.750	-27.650	+38.925	+15025.000
# 5895
c	-5.950	+26.235	+0.750	+69761.000
d	+17.883	-39.865	-0.383	+71295.000
# 5929
b	+9.817	+10.750	+41.745	+64947.000
c	+15.700	+25.765	+29.450	+42079.000
# 5930
c	+10.650	+25.765	+33.250	+4132.000
d	-13.250	-29.525	-37.400	+75303.000
# 5986
c	+11.750	+24.825	+14.150	+7784.000
d	-18.650	-39.865	-24.100	+57268.000
# 6001
a	+3.250	+12.750	-24.825	+16466.000
b	-11.150	-3.900	+22.475	+40959.000
# 6033
c	+3.050	+34.225	-7.450	+28284.000
d	-2.050	-23.415	+4.900	+83769.000
# 6045
a	-12.750	-3.800	-24.825	+14343.000
b	+18.850	+5.950	+36.575	+16996.000
# 6059
a	-2.050	+42.950	-28.115	+25136.000
c	+1.250	+23.885	-10.650	+7788.000
# 6079
b	+17.050	-10.650	+23.885	+6791.000
c	+8.650	+25.295	+7.150	+12731.000
# 6099
a	-8.450	-8.400	-21.535	+84104.000
b	-3.250	-4.250	+46.915	+27044.000
# 6121
a	+13.200	-10.150	-44.565	+43285.000
d	-12.250	-22.945	-9.650	+14106.000
# 6159
a	+3.850	+16.250	-22.945	+6584.000
b	-5.700	-25.550	+22.475	+72283.000
# 6189
c	+7.850	+28.585	-2.650	+10895.000
d	-9.850	-32.815	+2.850	+13248.000
# 6212
a	+21.350	-6.600	-37.985	+24722.000
b	-12.450	+3.600	+22.005	+44978.000
# 6219
a	-6.750	+42.950	-25.295	+14665.000
c	-8.150	+45.975	-12.950	+2817.000
# 6227
a	+20.200	+2.850	-25.765	+73148.000
d	+19.850	-34.695	+10.250	+3708.000
# 6246
b	+19.317	+1.683	+32.345	+31870.000
c	+20.650	+28.115	+2.300	+13122.000
# 6268
a	-7.250	+32.900	-31.875	+37422.000
b	+7.550	-32.250	+30.935	+32394.000
# 6269
c	-5.250	+39.395	+10.450	+5842.000
d	+6.717	-46.915	-12.017	+73751.000
# 6292
a	-7.650	+39.150	-32.345	+12844.000
c	+8.550	+31.875	-3.400	+31957.000
# 6324
a	+1.950	+44.800	-25.765	+10980.000
c	+4.300	+37.045	-6.850	+41183.000
# 6327
a	+18.650	+44.850	-34.225	+5055.000
b	+6.850	-6.550	+23.415	+19828.000
# 6335
a	-16.350	+20.750	-21.065	+35901.000
b	+17.517	-22.317	+23.415	+79866.000
# 6360
c	+13.900	+21.065	+24.850	+24609.000
d	-16.650	-26.235	-30.150	+3000.000
# 6423
a	-6.850	+14.450	-31.875	+43444.000
b	+9.350	-20.350	+45.505	+20357.000
# 6486
a	+18.650	+23.950	-38.455	+2847.000
b	-17.150	-22.250	+35.635	+7484.000
# 6535
c	-11.950	+35.635	+16.350	+3415.000
d	+9.850	-29.995	-13.650	+9421.000
# 6586
b	+2.950	-26.050	+41.745	+4367.000
d	+1.950	-28.585	-6.350	+7561.000
# 6591
b	-14.600	+5.450	+29.055	+45067.000
c	+8.650	+26.705	+11.450	+15276.000
# 6603
a	-16.050	-8.650	-37.045	+10377.000
d	+4.800	-22.475	-7.200	+12877.000
# 6608
b	+11.550	-41.850	+37.985	+14510.000
d	-0.850	-22.005	+2.200	+41141.000
# 6613
a	-0.650	+26.650	-40.335	+67912.000
b	+0.750	-25.550	+39.395	+32259.000
# 6655
a	-20.950	+0.450	-20.125	+33094.000
b	+19.700	-1.050	+20.125	+53474.000
# 6659
a	+15.170	-13.010	-21.535	+83521.000
c	+12.250	+28.115	+2.350	+27026.000
# 6672
b	+3.250	+13.100	+22.475	+27838.000
d	+0.850	-23.885	-35.750	+22730.000
# 6682
b	+6.650	-1.550	+23.885	+6833.000
d	-16.950	-34.695	-41.050	+7948.000
# 6705
c	+3.950	+32.815	+36.050	+3031.000
d	-12.750	-36.105	-4.850	+50488.000
# 6707
c	+14.250	+31.875	+11.050	+11690.000
d	-13.250	-30.935	-10.600	+28153.000
# 6777
a	-8.950	-13.850	-27.645	+3233.000
d	+14.650	-30.465	-11.650	+4220.000
# 6796
b	+1.450	-38.583	+36.575	+33328.000
d	-16.250	-29.995	+11.250	+3282.000
# 6842
c	+4.750	+25.295	+26.150	+30848.000
d	-0.950	-20.125	-29.950	+32444.000
# 6855
c	+2.690	+22.475	+15.370	+77964.000
d	-5.200	-45.035	-30.750	+27992.000
# 6877
a	-21.850	+0.150	-45.035	+18134.000
b	+11.550	-12.050	+37.985	+35995.000
# 6907
a	-6.400	+6.800	-21.535	+47806.000
c	+7.350	+29.995	+10.450	+19297.000
# 6953
c	-4.350	+24.355	+40.300	+76402.000
d	+17.250	-27.645	-32.850	+12012.000
# 6988
c	+8.750	+25.295	+16.550	+26032.000
d	-15.150	-46.915	-30.750	+70453.000
# 7023
b	+22.050	-30.950	+22.945	+10305.000
c	-9.050	+32.345	+9.350	+45163.000
# 7028
c	+6.050	+34.695	+37.450	+29863.000
d	+8.250	-21.535	-25.800	+7251.000
# 7043
a	+16.350	-3.800	-27.645	+19292.000
b	-10.650	-0.050	+26.705	+9055.000
# 7058
b	+8.950	-41.200	+22.005	+34049.000
c	-6.150	+24.825	-13.250	+43969.000
# 7076
b	+4.150	+7.550	+23.415	+8116.000
d	-6.550	-30.935	-10.850	+12539.000
# 7094
a	+4.650	+45.350	-22.475	+2939.000
c	-15.150	+43.625	+3.750	+22694.000
# 7098
a	-7.700	+12.250	-35.165	+60737.000
b	+11.550	-3.350	+45.975	+3233.000
# 7138
b	+5.050	-36.850	+22.005	+13107.000
d	+10.750	-21.535	-3.250	+3060.000
# 7169
a	+2.450	-11.500	-21.535	+51041.000
b	+9.250	-4.850	+29.525	+3892.000
# 7203
a	-4.250	+1.050	-22.945	+4000.000
b	+8.130	-1.930	+25.295	+60133.000
# 7204
a	-21.550	+23.750	-38.455	+19596.000
b	+19.850	-22.650	+36.105	+10076.000
# 7261
a	-1.150	+24.950	-20.595	+32478.000
b	+21.150	-9.250	+30.935	+12854.000
# 7319
b	+6.950	-21.250	+39.865	+18610.000
c	+11.450	+37.045	+27.650	+21796.000
# 7328
a	-18.050	-4.400	-27.645	+47980.000
b	+17.350	+4.950	+27.175	+3385.000
# 7353
a	-13.650	-6.750	-20.125	+6868.000
c	+5.650	+21.065	+14.050	+10001.000
# 7374
a	-12.300	+33.450	-44.565	+59326.000
b	+5.850	-16.150	+21.535	+18770.000
# 7424
a	+4.550	-0.050	-23.415	+15057.000
b	-4.550	+0.100	+26.235	+54370.000
# 7441
a	+14.350	-6.550	-24.825	+60638.000
b	-15.550	+10.850	+28.115	+24871.000
# 7589
a	-1.250	+32.950	-47.855	+11593.000
c	+8.250	+33.755	-12.450	+3703.000
# 7607
a	+10.350	+7.650	-41.745	+8533.000
b	-5.350	-3.650	+20.125	+25821.000
# 7648
c	+2.350	+20.595	-8.200	+74219.000
d	-21.550	-44.565	+12.250	+15706.000
# 7690
a	+2.450	+16.650	-20.125	+3801.000
b	-5.550	-36.750	+44.565	+21025.000
# 7720
a	+13.630	-8.090	-45.975	+85567.000
b	-9.250	+5.700	+32.345	+52883.000
# 7750
a	-1.650	-10.850	-22.475	+6787.000
b	+0.650	+13.200	+23.885	+63483.000
# 7792
b	-17.600	-13.750	+25.295	+27750.000
d	-17.717	-28.585	+6.683	+69573.000
# 7796
c	+4.950	+35.635	-9.200	+18934.000
d	-3.750	-27.175	+6.950	+4180.000
# 7833
a	+2.050	+1.550	-22.945	+8637.000
b	-2.300	-1.750	+23.415	+46230.000
# 7835
c	-4.850	+43.155	-9.600	+38186.000
d	+3.650	-28.115	+6.950	+17415.000
# 7969
c	-20.950	+33.285	+12.550	+9541.000
d	+21.050	-25.765	-16.950	+3532.000
# 8110
c	-18.050	+45.505	+23.650	+9016.000
d	+8.350	-22.475	-11.583	+70935.000
# 8127
a	+1.550	+12.300	-35.635	+25001.000
b	-0.900	-7.100	+23.885	+58716.000
# 8141
a	-9.800	-8.950	-37.985	+78821.000
d	+15.050	-46.445	+6.250	+10304.000
